Seed|Collisions|Spread|Total
2040|1257027|1016961.94063|2273988.94063
2041|1256572|1016067.24881|2272639.24881
2042|1255814|1016906.60146|2272720.60146
2043|1253993|1014629.06762|2268622.06762
2044|1255551|1015896.44279|2271447.44279
2045|1255890|1015254.26711|2271144.26711
2046|1255982|1018020.60760|2274002.60760
2047|1255262|1016114.57167|2271376.57167
2048|1255856|1016992.50107|2272848.50107
2049|1255081|1014398.47152|2269479.47152
2050|1255546|1015665.37471|2271211.37471
2051|1255790|1015581.25994|2271371.25994
2052|1255341|1016460.73017|2271801.73017
2053|1256275|1015559.28242|2271834.28242
2054|1256283|1016563.40070|2272846.40070
2055|1254384|1014104.65859|2268488.65859
2056|1256127|1016804.26406|2272931.26406
2057|1255723|1016264.32828|2271987.32828
2058|1255633|1016065.41485|2271698.41485
2059|1255344|1014715.38678|2270059.38678
2060|1255627|1016305.59016|2271932.59016
2061|1254903|1015546.86948|2270449.86948
2062|1255190|1015179.76785|2270369.76785
2063|1256051|1014960.07917|2271011.07917
2064|1255687|1015359.14583|2271046.14583
2065|1255981|1015298.33650|2271279.33650
2066|1255683|1014712.20044|2270395.20044
2067|1255280|1015982.63204|2271262.63204
2068|1254923|1015435.52147|2270358.52147
2069|1256622|1017499.29137|2274121.29137
2070|1254861|1015445.71304|2270306.71304
2071|1256031|1017475.44570|2273506.44570
2072|1256514|1016269.21360|2272783.21360
2073|1254360|1014684.82586|2269044.82586
2074|1254900|1015521.79405|2270421.79405
2075|1256766|1017520.31487|2274286.31487
2076|1256013|1015943.31856|2271956.31856
2077|1256194|1016554.32102|2272748.32102
2078|1256172|1016774.56647|2272946.56647
2079|1255475|1016057.65023|2271532.65023
2080|1254649|1014485.60081|2269134.60081
2081|1256429|1016716.22241|2273145.22241
2082|1255492|1016273.50238|2271765.50238
2083|1256740|1018170.32448|2274910.32448
2084|1256019|1015356.19366|2271375.19366
2085|1255175|1015501.67934|2270676.67934
2086|1255399|1016827.70031|2272226.70031
2087|1256257|1017151.35961|2273408.35961
2088|1255080|1015969.64064|2271049.64064
2089|1255819|1015450.28722|2271269.28722
2090|1256474|1016085.14310|2272559.14310
2091|1256319|1015735.15660|2272054.15660
2092|1256170|1016388.44712|2272558.44712
2093|1256482|1016835.25585|2273317.25585
2094|1256339|1016079.21787|2272418.21787
2095|1256245|1015209.18678|2271454.18678
2096|1254505|1014391.73167|2268896.73167
2097|1256428|1016451.16045|2272879.16045
2098|1255377|1016417.66492|2271794.66492
2099|1256772|1017131.17080|2273903.17080
2100|1257272|1017867.93420|2275139.93420
2101|1255540|1016958.52775|2272498.52775
2102|1256051|1016511.22333|2272562.22333
2103|1256087|1015993.27633|2272080.27633
2104|1255676|1016043.48460|2271719.48460
2105|1256601|1016257.99956|2272858.99956
2106|1256658|1016138.04868|2272796.04868
2107|1255708|1014527.22119|2270235.22119
2108|1255446|1015490.28228|2270936.28228
2109|1256661|1016560.06585|2273221.06585
2110|1256361|1016790.20952|2273151.20952
2111|1256319|1015696.93294|2272015.93294
2112|1255391|1015608.48632|2270999.48632
2113|1255813|1015935.25558|2271748.25558
2114|1256002|1015164.14270|2271166.14270
2115|1256805|1016152.09628|2272957.09628
2116|1257328|1016557.66531|2273885.66531
2117|1256693|1016760.08826|2273453.08826
2118|1255511|1015116.38687|2270627.38687
2119|1256864|1016880.02735|2273744.02735
2120|1256761|1017041.17094|2273802.17094
2121|1257524|1017791.91881|2275315.91881
2122|1255505|1016053.58160|2271558.58160
2123|1255466|1015048.27603|2270514.27603
2124|1255483|1015676.63617|2271159.63617
2125|1256153|1016726.25853|2272879.25853
2126|1256393|1016779.38454|2273172.38454
2127|1255290|1016386.69856|2271676.69856
2128|1257006|1017165.88283|2274171.88283
2129|1256248|1016196.29023|2272444.29023
2130|1256805|1017283.18022|2274088.18022
2131|1255260|1014392.40655|2269652.40655
2132|1255356|1014398.51214|2269754.51214
2133|1257473|1017383.77464|2274856.77464
2134|1253862|1013218.89519|2267080.89519
2135|1256637|1017367.22018|2274004.22018
2136|1255042|1013792.38418|2268834.38418
2137|1256505|1016628.27725|2273133.27725
2138|1257108|1017206.99165|2274314.99165
2139|1256355|1017401.43682|2273756.43682
2140|1255354|1014892.52752|2270246.52752
2141|1255274|1015060.49692|2270334.49692
2142|1254171|1014621.98189|2268792.98189
2143|1256318|1016077.25299|2272395.25299
2144|1255511|1015868.50432|2271379.50432
2145|1255793|1016023.37254|2271816.37254
2146|1255490|1015400.27864|2270890.27864
2147|1255431|1016389.78497|2271820.78497
2148|1256847|1016631.05233|2273478.05233
2149|1254248|1014678.04855|2268926.04855
2150|1255819|1016121.27836|2271940.27836
2151|1255374|1015855.60476|2271229.60476
2152|1256539|1016866.15557|2273405.15557
2153|1255871|1016018.53897|2271889.53897
2154|1254661|1014852.81673|2269513.81673
2155|1255559|1015326.44779|2270885.44779
2156|1255127|1014571.57375|2269698.57375
2157|1255438|1015310.43393|2270748.43393
2158|1255731|1014530.23191|2270261.23191
2159|1253092|1013232.21963|2266324.21963
2160|1255609|1015656.40047|2271265.40047
2161|1254985|1014527.49755|2269512.49755
2162|1254871|1015848.80042|2270719.80042
2163|1255667|1016612.42496|2272279.42496
2164|1255386|1015428.48658|2270814.48658
2165|1255285|1015330.61047|2270615.61047
2166|1255958|1015512.11022|2271470.11022
2167|1253602|1014161.14400|2267763.14400
2168|1254720|1015506.90941|2270226.90941
2169|1255804|1017190.76583|2272994.76583
2170|1254080|1014605.99000|2268685.99000
2171|1255052|1015587.89574|2270639.89574
2172|1255837|1015402.15507|2271239.15507
2173|1254924|1015243.78191|2270167.78191
2174|1255391|1015663.50908|2271054.50908
2175|1255569|1016709.68524|2272278.68524
2176|1254067|1014729.93323|2268796.93323
2177|1255574|1015644.33959|2271218.33959
2178|1255137|1015873.67712|2271010.67712
2179|1255113|1015918.62530|2271031.62530
2180|1256280|1018518.33066|2274798.33066
2181|1256943|1017359.20286|2274302.20286
2182|1255421|1016630.55668|2272051.55668
2183|1255438|1016101.61193|2271539.61193
2184|1254328|1014747.74283|2269075.74283
2185|1253581|1014917.23446|2268498.23446
2186|1254795|1015393.68917|2270188.68917
2187|1255218|1016449.66950|2271667.66950
2188|1255812|1017138.48648|2272950.48648
2189|1256219|1017020.46680|2273239.46680
2190|1255313|1015226.61323|2270539.61323
2191|1256495|1017004.29065|2273499.29065
2192|1256094|1016544.56835|2272638.56835
2193|1256754|1017140.28279|2273894.28279
2194|1256205|1015690.20705|2271895.20705
2195|1256529|1017557.21270|2274086.21270
2196|1254696|1013752.50029|2268448.50029
2197|1256431|1017679.51659|2274110.51659
2198|1256431|1017594.36777|2274025.36777
2199|1255594|1015627.52321|2271221.52321
2200|1256500|1016982.19073|2273482.19073
2201|1256010|1016306.22480|2272316.22480
2202|1254544|1014982.85961|2269526.85961
2203|1255607|1016963.52097|2272570.52097
2204|1255864|1016254.37876|2272118.37876
2205|1255491|1016142.68050|2271633.68050
2206|1255377|1015761.65022|2271138.65022
2207|1257171|1017756.06002|2274927.06002
2208|1255396|1016332.57698|2271728.57698
2209|1256835|1016943.79825|2273778.79825
2210|1256014|1017234.43793|2273248.43793
2211|1254471|1014921.81387|2269392.81387
2212|1256129|1016026.27215|2272155.27215
2213|1256447|1017176.26396|2273623.26396
2214|1256024|1016370.30995|2272394.30995
2215|1255471|1016263.51733|2271734.51733
2216|1255675|1015700.49091|2271375.49091
2217|1255248|1014939.38329|2270187.38329
2218|1256296|1016654.20760|2272950.20760
2219|1255365|1016829.65241|2272194.65241
2220|1255810|1015810.26974|2271620.26974
2221|1255716|1015649.53215|2271365.53215
2222|1257395|1017506.86353|2274901.86353
2223|1256936|1016008.80026|2272944.80026
2224|1256353|1015996.12945|2272349.12945
2225|1255928|1016113.40494|2272041.40494
2226|1256022|1016408.18967|2272430.18967
2227|1256533|1016066.06787|2272599.06787
2228|1255111|1016113.89267|2271224.89267
2229|1254367|1015084.90630|2269451.90630
2230|1254671|1015051.78069|2269722.78069
2231|1257202|1017277.86872|2274479.86872
2232|1255190|1016376.74635|2271566.74635
2233|1255562|1015598.35080|2271160.35080
2234|1254633|1015044.79342|2269677.79342
2235|1256534|1016247.07638|2272781.07638
2236|1255506|1016154.42547|2271660.42547
2237|1255663|1016327.46851|2271990.46851
2238|1257209|1018071.97423|2275280.97423
2239|1255000|1015221.61858|2270221.61858
2240|1256712|1016215.10220|2272927.10220
2241|1256195|1016935.30444|2273130.30444
2242|1255318|1016403.49323|2271721.49323
2243|1257051|1016801.96970|2273852.96970
2244|1255797|1016086.43525|2271883.43525
2245|1254552|1014356.86420|2268908.86420
2246|1255393|1016726.71552|2272119.71552
2247|1255192|1015801.70635|2270993.70635
2248|1255056|1015575.78247|2270631.78247
2249|1256197|1016475.30100|2272672.30100
2250|1255278|1015761.55700|2271039.55700
2251|1256882|1017528.36478|2274410.36478
2252|1256440|1016906.23533|2273346.23533
2253|1256795|1016562.05809|2273357.05809
2254|1256582|1016887.06376|2273469.06376
2255|1255326|1015136.46929|2270462.46929
2256|1255865|1016638.47369|2272503.47369
2257|1255276|1016110.93974|2271386.93974
2258|1255389|1016050.77625|2271439.77625
2259|1256312|1015816.13306|2272128.13306
2260|1256237|1016639.46105|2272876.46105
2261|1256024|1016654.25484|2272678.25484
2262|1256491|1016799.37614|2273290.37614
2263|1256812|1017911.16262|2274723.16262
2264|1256153|1017003.44001|2273156.44001
2265|1255772|1016656.38561|2272428.38561
2266|1257324|1018799.13389|2276123.13389
2267|1255204|1016304.81258|2271508.81258
2268|1254517|1015310.86617|2269827.86617
2269|1255951|1016086.45179|2272037.45179
2270|1255414|1014962.44693|2270376.44693
2271|1255682|1017249.79656|2272931.79656
2272|1255663|1016228.53432|2271891.53432
2273|1256340|1017035.32180|2273375.32180
2274|1255011|1014194.47774|2269205.47774
2275|1255988|1015639.40274|2271627.40274
2276|1256790|1016778.13965|2273568.13965
2277|1254288|1014597.96284|2268885.96284
2278|1254421|1015563.98959|2269984.98959
2279|1256453|1017310.26063|2273763.26063
2280|1255625|1016332.43813|2271957.43813
2281|1255912|1015742.45816|2271654.45816
2282|1254640|1014832.81121|2269472.81121
2283|1256065|1017419.40555|2273484.40555
2284|1255469|1016534.48296|2272003.48296
2285|1254615|1015970.84671|2270585.84671
2286|1255385|1015482.56524|2270867.56524
2287|1254810|1015356.68796|2270166.68796
2288|1256825|1017585.03847|2274410.03847
2289|1256458|1016858.37428|2273316.37428
2290|1256037|1015053.29412|2271090.29412
2291|1256303|1016650.98914|2272953.98914
2292|1254430|1013872.71786|2268302.71786
2293|1255992|1017083.35868|2273075.35868
2294|1255073|1015765.80284|2270838.80284
2295|1256048|1015834.30572|2271882.30572
2296|1255412|1015104.52089|2270516.52089
2297|1255056|1015356.67614|2270412.67614
2298|1254776|1015216.75878|2269992.75878
2299|1253277|1014461.21066|2267738.21066
2300|1254822|1015361.79108|2270183.79108
2301|1255186|1015265.71349|2270451.71349
2302|1255073|1015967.75970|2271040.75970
2303|1253745|1014835.98581|2268580.98581
2304|1253815|1015972.35666|2269787.35666
2305|1253024|1014609.51187|2267633.51187
2306|1255999|1016953.31200|2272952.31200
2307|1256350|1017510.27465|2273860.27465
2308|1255606|1016660.53444|2272266.53444
2309|1256257|1016461.13205|2272718.13205
2310|1256950|1017312.99938|2274262.99938
2311|1254936|1015955.61295|2270891.61295
2312|1255611|1015828.35644|2271439.35644
2313|1255650|1016700.69730|2272350.69730
2314|1255861|1016279.34844|2272140.34844
2315|1254948|1016017.80424|2270965.80424
2316|1254686|1015782.01188|2270468.01188
2317|1254581|1015217.94192|2269798.94192
2318|1255360|1014800.35904|2270160.35904
2319|1254401|1015691.79002|2270092.79002
2320|1255284|1016830.79712|2272114.79712
2321|1255217|1015847.65476|2271064.65476
2322|1254933|1014602.50746|2269535.50746
2323|1255949|1016638.45232|2272587.45232
2324|1255218|1015837.79011|2271055.79011
2325|1255417|1015871.59121|2271288.59121
2326|1255393|1016033.56550|2271426.56550
2327|1255632|1016782.66849|2272414.66849
2328|1255108|1016279.77804|2271387.77804
2329|1255196|1016254.60428|2271450.60428
2330|1254207|1014595.83731|2268802.83731
2331|1256174|1016471.39141|2272645.39141
2332|1255907|1016844.54436|2272751.54436
2333|1255512|1016461.61589|2271973.61589
2334|1254255|1015490.86467|2269745.86467
2335|1256151|1014972.01875|2271123.01875
2336|1255506|1016352.53846|2271858.53846
2337|1255776|1016785.41635|2272561.41635
2338|1256298|1016131.22112|2272429.22112
2339|1255214|1015517.59628|2270731.59628
2340|1256316|1016269.39576|2272585.39576
2341|1256211|1017591.43548|2273802.43548
2342|1257095|1017603.96399|2274698.96399
2343|1256440|1017213.19945|2273653.19945
2344|1256204|1016485.39067|2272689.39067
2345|1257190|1017417.94382|2274607.94382
2346|1256600|1017825.39038|2274425.39038
2347|1255687|1014721.25448|2270408.25448
2348|1256642|1017144.24572|2273786.24572
2349|1254448|1015471.81996|2269919.81996
2350|1255387|1015188.50190|2270575.50190
2351|1255776|1016073.31509|2271849.31509
2352|1254442|1014746.88247|2269188.88247
2353|1255880|1016311.30868|2272191.30868
2354|1255308|1016007.55104|2271315.55104
2355|1254768|1016534.97156|2271302.97156
2356|1254882|1016351.87455|2271233.87455
2357|1255934|1017224.62501|2273158.62501
2358|1255650|1016145.41967|2271795.41967
2359|1255914|1016513.29720|2272427.29720
2360|1254675|1015521.80891|2270196.80891
2361|1255716|1017212.42392|2272928.42392
2362|1255450|1015728.46957|2271178.46957
2363|1256143|1015938.20712|2272081.20712
2364|1254994|1015925.80167|2270919.80167
2365|1254809|1015297.84311|2270106.84311
2366|1255728|1016044.47506|2271772.47506
2367|1255567|1016988.72336|2272555.72336
2368|1255271|1015714.56299|2270985.56299
2369|1254320|1014892.94278|2269212.94278
2370|1255605|1015582.50732|2271187.50732
2371|1256090|1016719.27612|2272809.27612
2372|1257175|1018482.10583|2275657.10583
2373|1256695|1017671.19689|2274366.19689
2374|1256597|1016979.04258|2273576.04258
2375|1255717|1015920.31141|2271637.31141
2376|1254350|1015091.65374|2269441.65374
2377|1254638|1015671.83042|2270309.83042
2378|1256452|1016243.96413|2272695.96413
2379|1255403|1016252.63030|2271655.63030
2380|1255046|1015236.79067|2270282.79067
2381|1254969|1014345.51839|2269314.51839
2382|1254916|1015765.91532|2270681.91532
2383|1254795|1015936.81977|2270731.81977
2384|1255760|1017614.65363|2273374.65363
2385|1255345|1016858.76381|2272203.76381
2386|1255460|1016457.64832|2271917.64832
2387|1255979|1016771.56734|2272750.56734
2388|1255570|1016937.62094|2272507.62094
2389|1256982|1017869.13309|2274851.13309
2390|1255218|1016527.74797|2271745.74797
2391|1254569|1015116.84518|2269685.84518
2392|1255719|1016249.72625|2271968.72625
2393|1256257|1016972.24606|2273229.24606
2394|1255117|1015059.65766|2270176.65766
2395|1256061|1016472.42070|2272533.42070
2396|1254958|1015215.66377|2270173.66377
2397|1256635|1017360.37859|2273995.37859
2398|1255961|1015592.12112|2271553.12112
2399|1256230|1016073.44507|2272303.44507
2400|1255371|1016268.60704|2271639.60704
2401|1256151|1016316.41236|2272467.41236
2402|1256521|1016184.22917|2272705.22917
2403|1256281|1015346.11604|2271627.11604
2404|1257398|1017400.96682|2274798.96682
2405|1256193|1016459.24429|2272652.24429
2406|1256851|1016868.20299|2273719.20299
2407|1256944|1017629.99313|2274573.99313
2408|1256246|1015568.36127|2271814.36127
2409|1256677|1015821.94430|2272498.94430
2410|1254139|1015234.10363|2269373.10363
2411|1254930|1015230.85129|2270160.85129
2412|1256015|1015850.30805|2271865.30805
2413|1256059|1015537.34907|2271596.34907
2414|1255981|1015277.16927|2271258.16927
2415|1256421|1015772.01912|2272193.01912
2416|1256382|1016366.30029|2272748.30029
2417|1257123|1017324.09145|2274447.09145
2418|1256445|1016303.10603|2272748.10603
2419|1257680|1018385.97883|2276065.97883
2420|1255684|1014874.22346|2270558.22346
2421|1256217|1017017.36612|2273234.36612
2422|1256558|1017440.24984|2273998.24984
2423|1255110|1013723.35434|2268833.35434
2424|1256945|1017233.99188|2274178.99188
2425|1255011|1014976.69195|2269987.69195
2426|1256577|1015698.95873|2272275.95873
2427|1256323|1015519.02458|2271842.02458
2428|1256350|1016115.20346|2272465.20346
2429|1256834|1015230.69625|2272064.69625
2430|1256244|1016283.09341|2272527.09341
2431|1255765|1015869.46097|2271634.46097
2432|1255193|1016728.80036|2271921.80036
2433|1256635|1017853.45080|2274488.45080
2434|1258142|1018716.58840|2276858.58840
2435|1256421|1016415.28153|2272836.28153
2436|1256916|1017293.28073|2274209.28073
2437|1257054|1017723.07614|2274777.07614
2438|1256597|1017164.15217|2273761.15217
2439|1255392|1016768.75720|2272160.75720
2440|1256560|1017077.20327|2273637.20327
2441|1257173|1017994.04132|2275167.04132
2442|1256447|1016750.22698|2273197.22698
2443|1257353|1018638.01286|2275991.01286
2444|1255878|1016588.42904|2272466.42904
2445|1255968|1016500.43473|2272468.43473
2446|1255733|1017739.69037|2273472.69037
2447|1257172|1017877.21774|2275049.21774
2448|1256890|1016402.06366|2273292.06366
2449|1256542|1015658.95413|2272200.95413
2450|1256894|1018081.18479|2274975.18479
2451|1256380|1016551.25241|2272931.25241
2452|1256504|1015500.00079|2272004.00079
2453|1254256|1013776.88435|2268032.88435
2454|1256587|1017240.25905|2273827.25905
2455|1256878|1017784.21119|2274662.21119
2456|1256895|1016159.00264|2273054.00264
2457|1255864|1016338.47307|2272202.47307
2458|1257371|1018039.14255|2275410.14255
2459|1255931|1016833.39090|2272764.39090
2460|1257248|1018363.89670|2275611.89670
2461|1255266|1016237.66512|2271503.66512
2462|1257221|1016706.87516|2273927.87516
2463|1254651|1015025.54987|2269676.54987
2464|1255521|1016865.69083|2272386.69083
2465|1256410|1017563.29909|2273973.29909
2466|1255622|1015993.54183|2271615.54183
2467|1255767|1015692.61756|2271459.61756
2468|1255095|1016609.85549|2271704.85549
2469|1256152|1016822.37636|2272974.37636
2470|1255196|1015565.64092|2270761.64092
2471|1255823|1014903.39006|2270726.39006
2472|1255512|1015834.47228|2271346.47228
2473|1255291|1016086.78244|2271377.78244
2474|1254976|1014602.57882|2269578.57882
2475|1256707|1016708.07853|2273415.07853
2476|1254931|1017026.94171|2271957.94171
2477|1256191|1015901.23503|2272092.23503
2478|1255866|1016809.36143|2272675.36143
2479|1255398|1014724.42848|2270122.42848
2480|1256092|1016196.18287|2272288.18287
2481|1256028|1016895.48388|2272923.48388
2482|1256171|1017587.56423|2273758.56423
2483|1255560|1016753.68112|2272313.68112
2484|1255669|1017671.66687|2273340.66687
2485|1256921|1016944.00500|2273865.00500
2486|1256297|1016553.39409|2272850.39409
2487|1256905|1016599.19691|2273504.19691
2488|1256194|1016066.18558|2272260.18558
2489|1255492|1015965.53269|2271457.53269
2490|1256433|1016421.19200|2272854.19200
2491|1256048|1016234.27417|2272282.27417
2492|1256242|1016238.13854|2272480.13854
2493|1256759|1017095.12961|2273854.12961
2494|1256937|1017693.95803|2274630.95803
2495|1256419|1017479.32700|2273898.32700
2496|1257045|1017752.17659|2274797.17659
2497|1257186|1017328.99428|2274514.99428
2498|1256328|1016734.17085|2273062.17085
2499|1257036|1016565.87556|2273601.87556
2500|1256499|1016731.27956|2273230.27956
2501|1256246|1016454.37427|2272700.37427
2502|1256281|1016407.10866|2272688.10866
2503|1256105|1017304.39628|2273409.39628
2504|1254838|1014768.76862|2269606.76862
2505|1255882|1015496.32923|2271378.32923
2506|1255806|1015560.27005|2271366.27005
2507|1255013|1015381.85475|2270394.85475
2508|1255544|1015448.54069|2270992.54069
2509|1257145|1017444.96268|2274589.96268
2510|1256225|1016297.39544|2272522.39544
2511|1255377|1015818.56262|2271195.56262
2512|1255932|1016449.43335|2272381.43335
2513|1256675|1016328.97221|2273003.97221
2514|1258057|1017054.33123|2275111.33123
2515|1255793|1016885.56466|2272678.56466
2516|1255014|1015095.76599|2270109.76599
2517|1255159|1015820.59274|2270979.59274
2518|1255886|1016199.30681|2272085.30681
2519|1255942|1016165.24272|2272107.24272
2520|1255556|1016696.44737|2272252.44737
2521|1254987|1016106.84246|2271093.84246
2522|1255657|1015090.30964|2270747.30964
2523|1256058|1016383.30684|2272441.30684
2524|1255010|1015962.73223|2270972.73223
2525|1255970|1016321.40894|2272291.40894
2526|1256289|1015656.28243|2271945.28243
2527|1255605|1015843.55000|2271448.55000
2528|1256457|1017986.45024|2274443.45024
2529|1254878|1015437.73509|2270315.73509
2530|1256650|1016594.01074|2273244.01074
2531|1255853|1015399.22751|2271252.22751
2532|1257429|1017912.95587|2275341.95587
2533|1254779|1014596.58908|2269375.58908
2534|1256016|1016863.38563|2272879.38563
2535|1254725|1016073.00800|2270798.00800
2536|1257412|1016617.88052|2274029.88052
2537|1255456|1015807.45069|2271263.45069
2538|1254265|1015877.27061|2270142.27061
2539|1255075|1015429.57248|2270504.57248
2540|1255735|1017793.63848|2273528.63848
2541|1254937|1015793.79471|2270730.79471
2542|1256551|1016629.28438|2273180.28438
2543|1255956|1017095.48168|2273051.48168
2544|1255399|1016442.76079|2271841.76079
2545|1255981|1016143.33018|2272124.33018
2546|1256905|1016942.06551|2273847.06551
2547|1255627|1017186.59749|2272813.59749
2548|1256502|1016383.34913|2272885.34913
2549|1256047|1016754.29640|2272801.29640
2550|1256599|1017023.16607|2273622.16607
2551|1254778|1015262.62563|2270040.62563
2552|1255556|1016188.42890|2271744.42890
2553|1255866|1015555.41476|2271421.41476
2554|1255745|1015693.50768|2271438.50768
2555|1255363|1015709.72586|2271072.72586
2556|1256350|1016890.34777|2273240.34777
2557|1256297|1016684.38006|2272981.38006
2558|1255425|1014777.29654|2270202.29654
2559|1256991|1016787.21778|2273778.21778
2560|1255627|1016273.66455|2271900.66455
2561|1255649|1015214.48929|2270863.48929
2562|1256808|1016498.31184|2273306.31184
2563|1254068|1014678.91497|2268746.91497
2564|1256982|1016322.81669|2273304.81669
2565|1254106|1013923.74467|2268029.74467
2566|1254410|1013942.84897|2268352.84897
2567|1255709|1015327.37929|2271036.37929
2568|1256678|1016835.17030|2273513.17030
2569|1256016|1016190.37766|2272206.37766
2570|1255439|1015695.55132|2271134.55132
2571|1255409|1016166.64122|2271575.64122
2572|1256549|1015741.09221|2272290.09221
2573|1255598|1016013.52200|2271611.52200
2574|1256479|1016715.23494|2273194.23494
2575|1255585|1015478.49997|2271063.49997
2576|1256679|1017126.28168|2273805.28168
2577|1256706|1015892.89906|2272598.89906
2578|1256131|1017082.41945|2273213.41945
2579|1255568|1014964.21015|2270532.21015
2580|1255298|1015328.70850|2270626.70850
2581|1255845|1016744.62121|2272589.62121
2582|1255961|1016383.61576|2272344.61576
2583|1254893|1014811.80038|2269704.80038
2584|1256180|1015878.05262|2272058.05262
2585|1254348|1015635.04347|2269983.04347
2586|1257075|1016373.92710|2273448.92710
2587|1255723|1015615.39152|2271338.39152
2588|1256380|1016230.31951|2272610.31951
2589|1255393|1016314.61208|2271707.61208
2590|1255028|1016486.92949|2271514.92949
2591|1254447|1014919.04491|2269366.04491
2592|1255583|1016414.64231|2271997.64231
2593|1256290|1016412.24038|2272702.24038
2594|1255146|1015773.59781|2270919.59781
2595|1255939|1016436.52057|2272375.52057
2596|1256668|1017183.27415|2273851.27415
2597|1255232|1016218.91606|2271450.91606
2598|1255988|1016960.61707|2272948.61707
2599|1256201|1015529.21482|2271730.21482
2600|1255975|1017379.73209|2273354.73209
2601|1256543|1017558.41352|2274101.41352
2602|1255220|1015226.84900|2270446.84900
2603|1255902|1015429.14574|2271331.14574
2604|1255383|1015447.62096|2270830.62096
2605|1255599|1015345.41999|2270944.41999
2606|1256226|1015770.17632|2271996.17632
2607|1255255|1015320.49169|2270575.49169
2608|1255838|1015912.52860|2271750.52860
2609|1255865|1016519.40317|2272384.40317
2610|1256715|1015837.05762|2272552.05762
2611|1255018|1014650.41860|2269668.41860
2612|1255810|1016041.38550|2271851.38550
2613|1255407|1015975.62997|2271382.62997
2614|1255338|1015645.58304|2270983.58304
2615|1255488|1015955.59805|2271443.59805
2616|1254999|1016083.86209|2271082.86209
2617|1255931|1015889.46564|2271820.46564
2618|1256010|1016961.35911|2272971.35911
2619|1257017|1018139.14369|2275156.14369
2620|1256626|1017246.17787|2273872.17787
2621|1256482|1016316.30395|2272798.30395
2622|1257152|1018505.18594|2275657.18594
2623|1257126|1018232.28603|2275358.28603
2624|1257225|1017816.88879|2275041.88879
2625|1258021|1017496.64389|2275517.64389
2626|1256665|1017920.43938|2274585.43938
2627|1256040|1016129.39322|2272169.39322
2628|1256289|1016576.28583|2272865.28583
2629|1255701|1015815.48481|2271516.48481
2630|1256210|1016977.19916|2273187.19916
2631|1255228|1015493.58246|2270721.58246
2632|1255461|1014487.26491|2269948.26491
2633|1255812|1015611.30305|2271423.30305
2634|1255679|1016740.57073|2272419.57073
2635|1256940|1016199.02037|2273139.02037
2636|1256810|1018082.20312|2274892.20312
2637|1255652|1015783.46637|2271435.46637
2638|1257520|1017961.90233|2275481.90233
2639|1256219|1014978.89384|2271197.89384
2640|1256174|1016973.41724|2273147.41724
2641|1255135|1015210.51324|2270345.51324
2642|1256616|1016517.02778|2273133.02778
2643|1255519|1018018.89983|2273537.89983
2644|1255386|1015363.39940|2270749.39940
2645|1255657|1016738.53030|2272395.53030
2646|1257441|1016090.64473|2273531.64473
2647|1255480|1015783.69027|2271263.69027
2648|1256797|1017647.14920|2274444.14920
2649|1256310|1016878.34732|2273188.34732
2650|1257109|1017372.13377|2274481.13377
2651|1257002|1016670.94395|2273672.94395
2652|1254028|1013816.95032|2267844.95032
2653|1255817|1015834.45118|2271651.45118
2654|1254283|1014322.83017|2268605.83017
2655|1255550|1016320.43288|2271870.43288
2656|1254935|1014752.64402|2269687.64402
2657|1254353|1014272.76661|2268625.76661
2658|1254799|1015472.72069|2270271.72069
2659|1254894|1014899.65121|2269793.65121
2660|1256857|1016322.90125|2273179.90125
2661|1254491|1015575.93133|2270066.93133
2662|1256134|1016318.20200|2272452.20200
2663|1255197|1016308.78085|2271505.78085
2664|1256817|1017179.11946|2273996.11946
2665|1255611|1015716.54740|2271327.54740
2666|1254801|1014775.68533|2269576.68533
2667|1254890|1015009.56006|2269899.56006
2668|1255061|1015573.78717|2270634.78717
2669|1255971|1015646.30154|2271617.30154
2670|1255269|1015515.61057|2270784.61057
2671|1254666|1014702.76462|2269368.76462
2672|1255719|1014852.24463|2270571.24463
2673|1256242|1016012.13719|2272254.13719
2674|1256046|1016548.30257|2272594.30257
2675|1256537|1017480.31602|2274017.31602
2676|1255333|1014657.41593|2269990.41593
2677|1256274|1016958.26982|2273232.26982
2678|1255344|1016553.78571|2271897.78571
2679|1254899|1015399.57537|2270298.57537
2680|1254731|1015076.61433|2269807.61433
2681|1255797|1015676.48202|2271473.48202
2682|1256517|1016361.04824|2272878.04824
2683|1254145|1014093.03641|2268238.03641
2684|1254772|1015205.70362|2269977.70362
2685|1255936|1016380.17706|2272316.17706
2686|1255204|1014225.32715|2269429.32715
2687|1254805|1015590.66840|2270395.66840
2688|1255255|1016394.89053|2271649.89053
2689|1254845|1015422.73192|2270267.73192
2690|1256142|1016924.31426|2273066.31426
2691|1254347|1015108.79313|2269455.79313
2692|1256919|1018084.16238|2275003.16238
2693|1256930|1016797.08072|2273727.08072
2694|1255583|1015717.52504|2271300.52504
2695|1255153|1016847.75348|2272000.75348
2696|1254616|1014460.71272|2269076.71272
2697|1254328|1015962.91938|2270290.91938
2698|1256058|1016328.25769|2272386.25769
2699|1254111|1013891.83578|2268002.83578
2700|1256059|1016916.33530|2272975.33530
2701|1255377|1017047.58985|2272424.58985
2702|1253292|1013912.22651|2267204.22651
2703|1254253|1015410.09329|2269663.09329
2704|1256364|1016624.29014|2272988.29014
